Flow_Key,Flow_Name,Metals,CF2_contributions,Total_CF2
"('ecoinvent-3.12-biosphere', '23cb10a4-6228-4ce4-9fb5-7043bc31faec')",Nickel II,"['Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']","[8.610646992302025e-05, 1.9371369374595667e-07, 1.8619807852443704e-07, 1.1735799150306382e-07, 2.4810880342319532e-08, 2.3980323853106783e-08, 1.441646077445021e-08, 1.1799758986064122e-08, 5.369703836523154e-09, -1.312055482791985e-09, 9.419728361492876e-10, 4.713221329817012e-10, 1.1385026326299324e-11, 0.0]",8.668422943909884e-05
"('ecoinvent-3.12-biosphere', '2460f868-54a9-404c-bec8-c809a44ae72c')",Manganese II,"['Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn']","[4.368327605780774e-06, 2.92085394449423e-08, 1.1200492465317252e-08, 2.176452065164836e-09, 8.769964750206656e-10, 5.529563888464538e-10, 4.5631368335235096e-10, 3.276202740667731e-10, 2.6719024555521577e-10, 8.853205538495002e-11, 2.1823955305155734e-11, 1.3894856789427909e-11]",4.4135184176905194e-06
"('ecoinvent-3.12-biosphere', '24d49070-45df-4627-84fa-2d8adeca255b')",Phorate,['P'],[1.2663195546728503e-14],1.2663195546728503e-14
"('ecoinvent-3.12-biosphere', '24eee9f0-73da-5a08-b2a0-01be6693794f')",Sulfosate,['P'],[1.9057586025305112e-13],1.9057586025305112e-13
"('ecoinvent-3.12-biosphere', '2560cef2-f8a0-5778-80ed-7ebba796e271')",Copper oxide,"['Cu', 'Cu', 'Cu', 'Cu']","[5.515466604397056e-15, 0.0, 0.0, 0.0]",5.515466604397056e-15
"('ecoinvent-3.12-biosphere', '26fa5bf3-0d4c-5aa3-b9c0-b4216a679893')",Phosphorus pentafluoride,['P'],[1.7442418108439995e-16],1.7442418108439995e-16
"('ecoinvent-3.12-biosphere', '2718482b-8399-442e-b89a-52fbcc22d2e6')",Lead II,"['Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb']","[5.168238383359356e-07, 1.790676616211187e-08, 1.0102341138803356e-08, 4.7466812925137975e-09, 2.0843216342223762e-09, 1.3237048630267223e-09, 8.392027549723558e-10, 4.876570074171105e-10, 4.408286602853388e-10, 1.479224965813368e-10, 9.611608031448702e-11, 6.813587515777365e-11, 1.201142693639195e-13, 3.3787417542589663e-16]",5.550676367534857e-07
"('ecoinvent-3.12-biosphere', '2719825b-24dc-5024-806a-17982606ba7f')",Phosphine,['P'],[-3.139635259519197e-16],-3.139635259519197e-16
"('ecoinvent-3.12-biosphere', '28f19625-5e6a-4902-8c18-4b519db19d86')",Dimethoate,['P'],[1.814011483277781e-15],1.814011483277781e-15
"('ecoinvent-3.12-biosphere', '295060ba-3c3d-45e4-99ca-e17b1204b553')",Manganese II,"['Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn']","[4.368327605780774e-06, 2.92085394449423e-08, 1.1200492465317252e-08, 2.176452065164836e-09, 8.769964750206656e-10, 5.529563888464538e-10, 4.5631368335235096e-10, 3.276202740667731e-10, 2.6719024555521577e-10, 8.853205538495002e-11, 2.1823955305155734e-11, 1.3894856789427909e-11]",4.4135184176905194e-06
"('ecoinvent-3.12-biosphere', '2a5ed451-12a2-47db-b4dc-fa0bfbc01d79')",Chromium III,"['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[6.72653205959205e-09, 3.9937241339442526e-10, 3.408633820673131e-10, 3.1195073589975657e-10, 2.4708898189686585e-10, 1.9346683606209427e-10, 1.228723563737164e-10, 1.200101451552876e-11, 5.9717743315023115e-12, 3.0032282552556198e-12, 3.4806393973203105e-13, 1.127742855071264e-14, 0.0]",8.363482123756791e-09
"('ecoinvent-3.12-biosphere', '2a7b68ff-f12a-44c6-8b31-71ec91d29889')",Tin ion,"['Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn']","[5.397594485698682e-06, 5.2331619447728906e-08, 3.185332343186388e-08, 1.432699112920436e-08, 6.626625726243922e-09, 5.972498479784136e-09, 4.359708950426132e-09, 4.2101028676984547e-10, 2.8967297910178125e-10, 1.9984236914696768e-10, 1.8485735983862572e-10, 0.0]",5.51416063585879e-06
"('ecoinvent-3.12-biosphere', '2a992e5e-9f16-47b8-8bcb-733d00bed658')",Tin ion,"['Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn']","[5.397594485698682e-06, 5.2331619447728906e-08, 3.185332343186388e-08, 1.432699112920436e-08, 6.626625726243922e-09, 5.972498479784136e-09, 4.359708950426132e-09, 4.2101028676984547e-10, 2.8967297910178125e-10, 1.9984236914696768e-10, 1.8485735983862572e-10, 0.0]",5.51416063585879e-06
"('ecoinvent-3.12-biosphere', '2b2369a4-26bb-4b18-8479-752fdf7a5e7f')",Antimony ion,"['Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb']","[8.141689583259605e-06, 1.224969972412562e-06, 2.7054136458172466e-07, 1.3295850158656297e-07, 1.2689784271685236e-07, 7.899424969388019e-09, 4.462194251727944e-09, 2.8823268408214916e-09, 2.039995453873888e-09, 5.841848075495936e-10, 2.746121330989961e-10, 1.4694627221979315e-11]",9.915214697640992e-06
"('ecoinvent-3.12-biosphere', '2b3cf153-0dd6-4b79-b0d4-b4df832f3a7e')",Chlorpyrifos methyl,"['P', 'P', 'P', 'P']","[9.015637071943437e-13, 0.0, 0.0, 0.0]",9.015637071943437e-13
