flow_key,name,categories,unit,cleaned_name,molecular_formula,molecular_weight,parts,composition,fraction,grade_source
"('ecoinvent-3.4-biosphere', 'd98f0ec0-bf19-4c90-a457-a8593dec497f')","Chromium, ion","('water', 'ocean')",kilogram,Chromium,Cr,51.996,"[['Cr', 1]]",{'Cr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd2d4b344-3c58-4b0c-868a-ac0bdb2027dc')","Ethene, tetrachloro-","('air', 'urban air close to ground')",kilogram,Ethene,C2H4,28.05,"[['C', 2], ['H', 4]]","{'C': 0.8563992869875222, 'H': 0.14374331550802139}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '514de41e-c977-4ae7-8fe8-86a29791fee4')",Chlorosulfonic acid,"('air', 'lower stratosphere + upper troposphere')",kilogram,Chlorosulfonic acid,ClHO3S,116.53,"[['Cl', 1], ['H', 1], ['O', 3], ['S', 1]]","{'Cl': 0.30423925169484256, 'H': 0.008650133012958037, 'O': 0.41188535141165367, 'S': 0.2751651935124002}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '98267bbc-0591-4eb8-8581-2231208c548d')",Barium,"('air', 'lower stratosphere + upper troposphere')",kilogram,Barium,Ba,137.33,"[['Ba', 1]]",{'Ba': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '168c970b-91c9-4427-a3a0-6686ad6cc2c4')",Tin,"('soil', 'agricultural')",kilogram,Tin,Sn,118.71,"[['Sn', 1]]",{'Sn': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ec4a104f-eab5-4a06-bd0a-e1c34d888718')",Acenaphthylene,"('water', 'surface water')",kilogram,Acenaphthylene,C12H8,152.19,"[['C', 12], ['H', 8]]","{'C': 0.9470530258229845, 'H': 0.05298639858072147}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0bb38d46-04e7-52f2-99de-5861a8220a49')",Bisphenol A,"('water',)",kilogram,Bisphenol A,C15H16O2,228.29,"[['C', 15], ['H', 16], ['O', 2]]","{'C': 0.7891935695825485, 'H': 0.07064698409917211, 'O': 0.1401638267116387}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '57117e3c-15aa-4b4d-b953-6d33986aa5aa')",Calcium,"('soil', 'industrial')",kilogram,Calcium,Ca,40.08,"[['Ca', 1]]",{'Ca': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '3fa03c96-b976-4f0f-8089-220968515ee1')","Ethene, trichloro-","('air',)",kilogram,Ethene,C2H4,28.05,"[['C', 2], ['H', 4]]","{'C': 0.8563992869875222, 'H': 0.14374331550802139}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7db70809-e30b-4633-992e-2cfe03891907')",Vinclozolin,"('soil', 'agricultural')",kilogram,Vinclozolin,C12H9Cl2NO3,286.11,"[['C', 12], ['H', 9], ['Cl', 2], ['N', 1], ['O', 3]]","{'C': 0.5037642864632484, 'H': 0.03170808430324001, 'Cl': 0.24782775855440217, 'N': 0.04895669497745622, 'O': 0.16775715633847121}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ad3f2ad1-7386-4725-9b33-57392b5c22ac')",Benz(a)anthracene,"('water', 'surface water')",kilogram,Benz(a)anthracene,C18H12,228.3,"[['C', 18], ['H', 12]]","{'C': 0.9469908015768724, 'H': 0.05298291721419185}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'fed759dd-dac7-4d8a-abd1-886fd858b654')",Atrazine,"('water', 'surface water')",kilogram,Atrazine,C8H14ClN5,215.68,"[['C', 8], ['H', 14], ['Cl', 1], ['N', 5]]","{'C': 0.44551186943620175, 'H': 0.06543026706231454, 'Cl': 0.1643777818991098, 'N': 0.32471717359050445}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '33627701-feca-434d-a192-674a450eaaf7')",Cobalt,"('water',)",kilogram,Cobalt,Co,58.93319,"[['Co', 1]]",{'Co': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '20664d0e-24e3-4daa-8c5c-2ade6e0c2723')",Formaldehyde,"('air', 'urban air close to ground')",kilogram,Formaldehyde,CH2O,30.026,"[['C', 1], ['H', 2], ['O', 1]]","{'C': 0.4000199826816759, 'H': 0.06714181043095983, 'O': 0.5328382068873643}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e3b7b5aa-514e-430e-9544-07d8f5b8d494')",Boron,"('soil',)",kilogram,Boron,B,10.81,"[['B', 1]]",{'B': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '33130fd7-3a99-437a-b179-33ea64ca1f9d')",Sulfide,"('water', 'ground-, long-term')",kilogram,Sulfide,S-2,32.07,"[['S', 1]]",{'S': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '56815b4f-6138-4e0b-9fac-c94fd6b102b3')",Nickel,"('water', 'ground-')",kilogram,Nickel,Ni,58.693,"[['Ni', 1]]",{'Ni': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e2f205c4-2146-4578-8cd4-e6f309521ef4')",Sulfate,"('soil',)",kilogram,Sulfate,O4S-2,96.07,"[['O', 4], ['S', 1]]","{'O': 0.6661392734464454, 'S': 0.33376704486312064}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cd08eddd-d946-40cf-b0b5-87f6dbd7eb21')",Carbaryl,"('soil', 'agricultural')",kilogram,Carbaryl,C12H11NO2,201.22,"[['C', 12], ['H', 11], ['N', 1], ['O', 2]]","{'C': 0.7162906271742372, 'H': 0.0551038664148693, 'N': 0.06961037670211709, 'O': 0.15901997813338634}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7a65d41a-561b-4090-bd81-13672abce16f')",Acetaldehyde,"('water', 'surface water')",kilogram,Acetaldehyde,C2H4O,44.05,"[['C', 2], ['H', 4], ['O', 1]]","{'C': 0.5453348467650397, 'H': 0.09153234960272419, 'O': 0.3632009080590239}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '717f38a4-02d7-4af5-b1a8-24931ad12275')",Formamide,"('air', 'low population density, long-term')",kilogram,Formamide,CH3NO,45.041,"[['C', 1], ['H', 3], ['N', 1], ['O', 1]]","{'C': 0.2666681467995826, 'H': 0.0671388290668502, 'N': 0.310983326302702, 'O': 0.35520969783086526}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0e7f417f-b5ec-4771-a47a-60cc451a8403')",Potassium,"('soil', 'forestry')",kilogram,Potassium,K,39.0983,"[['K', 1]]",{'K': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '20d0fc73-b9ce-4001-ac15-893b30ed10a3')","Methane, difluoro-, HFC-32","('air', 'lower stratosphere + upper troposphere')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a857022f-c251-4665-81fb-dce3346ac8e4')",Sodium chlorate,"('water', 'ocean')",kilogram,Sodium chlorate,ClNaO3,106.44,"[['Cl', 1], ['Na', 1], ['O', 3]]","{'Cl': 0.3330796692972567, 'Na': 0.21599022923712888, 'O': 0.45093010146561446}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1471acca-34ab-4e04-9bd6-e3825b20580f')",Iodine,"('air', 'non-urban air or from high stacks')",kilogram,Iodine,I2,253.8089,"[['I', 2]]",{'I': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '68e32537-beae-41c2-be72-74df4d273c11')",Hydrogen chloride,"('air', 'non-urban air or from high stacks')",kilogram,Hydrogen chloride,ClH,36.46,"[['Cl', 1], ['H', 1]]","{'Cl': 0.9723806911684038, 'H': 0.02764673614920461}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'efd3798a-ff6b-46ef-b408-0e74d80548cc')",Atrazine,"('soil', 'agricultural')",kilogram,Atrazine,C8H14ClN5,215.68,"[['C', 8], ['H', 14], ['Cl', 1], ['N', 5]]","{'C': 0.44551186943620175, 'H': 0.06543026706231454, 'Cl': 0.1643777818991098, 'N': 0.32471717359050445}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6f0b8b7c-3888-4174-b7e3-916d42d678ee')",Aluminium,"('air', 'urban air close to ground')",kilogram,Aluminium,Al,26.981538,"[['Al', 1]]",{'Al': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '9a8e2785-9175-4818-83ae-fc394e2d695a')",Thiamethoxam,"('soil', 'agricultural')",kilogram,Thiamethoxam,C8H10ClN5O3S,291.72,"[['C', 8], ['H', 10], ['Cl', 1], ['N', 5], ['O', 3], ['S', 1]]","{'C': 0.32938434114904697, 'H': 0.03455368161250514, 'Cl': 0.12153092006033182, 'N': 0.24007610037021798, 'O': 0.16453105717811597, 'S': 0.10991704374057314}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f532985c-90b7-46fc-aac9-b039b40e22f1')",Manganese,"('water', 'surface water')",kilogram,Manganese,Mn,54.93804,"[['Mn', 1]]",{'Mn': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '1a19ad61-abd0-4d42-9828-8fae315c0b06')",4-Methyl-2-pentanone,"('water', 'surface water')",kilogram,4-Methyl-2-pentanone,C6H12O,100.16,"[['C', 6], ['H', 12], ['O', 1]]","{'C': 0.719508785942492, 'H': 0.12076677316293931, 'O': 0.1597344249201278}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1b279330-0469-4d04-9fe2-4e9a38011f0c')",o-Xylene,"('water',)",kilogram,o-Xylene,C8H10,106.16,"[['C', 8], ['H', 10]]","{'C': 0.9051243406179351, 'H': 0.09495101733232857}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '183f9856-03ab-464d-9366-8ef62077b510')",Antimony,"('soil', 'forestry')",kilogram,Antimony,Sb,121.76,"[['Sb', 1]]",{'Sb': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b26b758d-85cc-41b8-872c-3683caa638d1')",Strontium,"('water',)",kilogram,Strontium,Sr,87.62,"[['Sr', 1]]",{'Sr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '1013b9ec-a7b5-459c-be3d-74f61b9ce06e')","Methane, dichlorodifluoro-, CFC-12","('air', 'lower stratosphere + upper troposphere')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '794a9d6b-1ed0-486b-a6a9-d8a575c0aa9a')",Fosetyl,"('soil', 'agricultural')",kilogram,Fosetyl,C2H6O3P+,109.04,"[['C', 2], ['H', 6], ['O', 3], ['P', 1]]","{'C': 0.22030447542186352, 'H': 0.05546588407923697, 'O': 0.4401779163609684, 'P': 0.2840608950843727}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1e2636dd-752e-4148-bdeb-d3e9abb4775e')",Methanesulfonic acid,"('air', 'non-urban air or from high stacks')",kilogram,Methanesulfonic acid,CH4O3S,96.11,"[['C', 1], ['H', 4], ['O', 3], ['S', 1]]","{'C': 0.12497138695245032, 'H': 0.04195193008011654, 'O': 0.49939652481531577, 'S': 0.3336281344292997}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd49e5257-e655-4e9f-adbc-b8763137b76c')",Dimethyl ether,"('water',)",kilogram,Dimethyl ether,C2H6O,46.07,"[['C', 2], ['H', 6], ['O', 1]]","{'C': 0.5214239201215541, 'H': 0.1312784892554808, 'O': 0.3472758845235511}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b6e1f836-2b5c-4bd5-bc8c-af065ee7c230')",Zeta-cypermethrin,"('soil', 'agricultural')",kilogram,Zeta-cypermethrin,C22H19Cl2NO3,416.3,"[['C', 22], ['H', 19], ['Cl', 2], ['N', 1], ['O', 3]]","{'C': 0.6347393706461685, 'H': 0.04600528465049243, 'Cl': 0.1703242853711266, 'N': 0.033646408839779006, 'O': 0.11529425894787412}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f873299d-0675-4fdc-ad01-c5a4b951b583')",Methanol,"('air', 'urban air close to ground')",kilogram,Methanol,CH4O,32.042,"[['C', 1], ['H', 4], ['O', 1]]","{'C': 0.3748517570688471, 'H': 0.12583484177017665, 'O': 0.4993134011609762}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f0fb5b72-294e-4d86-b433-883e5f6e97fd')",Chlormequat,"('soil', 'agricultural')",kilogram,Chlormequat,C5H13ClN+,122.62,"[['C', 5], ['H', 13], ['Cl', 1], ['N', 1]]","{'C': 0.4897651280378404, 'H': 0.10686674278258032, 'Cl': 0.28912901647365846, 'N': 0.11423095742945685}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9e7d019f-c8c0-4631-9bbb-ced3e081c90d')","Ethane, 1,1,1-trichloro-, HCFC-140","('air', 'lower stratosphere + upper troposphere')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9ee52c9a-194b-476f-a0ff-0aba3759e2a0')",Trimethylamine,"('water',)",kilogram,Trimethylamine,C3H9N,59.11,"[['C', 3], ['H', 9], ['N', 1]]","{'C': 0.6095922855692777, 'H': 0.15347656910844187, 'N': 0.23696498054474707}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e93ba406-3df8-4e34-be54-0d556b2bb629')","Methane, dichlorodifluoro-, CFC-12","('air', 'non-urban air or from high stacks')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7d3f7498-3596-478a-9fa1-72201ef94082')",Molybdenum,"('water', 'ground-, long-term')",kilogram,Molybdenum,Mo,95.95,"[['Mo', 1]]",{'Mo': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd18838bc-54cd-5d6f-a8f3-9b94cfc8472d')",Dimethyl carbonate,"('air',)",kilogram,Dimethyl carbonate,C3H6O3,90.08,"[['C', 3], ['H', 6], ['O', 3]]","{'C': 0.4000111012433393, 'H': 0.06714031971580817, 'O': 0.5328263765541741}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '921f6b09-e1c7-434d-80f6-9d26542f09a6')",Methyl borate,"('air', 'non-urban air or from high stacks')",kilogram,Methyl borate,C3H9BO3,103.92,"[['C', 3], ['H', 9], ['B', 1], ['O', 3]]","{'C': 0.3467378752886836, 'H': 0.08729792147806004, 'B': 0.10402232486528099, 'O': 0.461864896073903}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f48cca2b-fa69-4457-a5eb-5d848432afb8')",DNOC,"('soil', 'agricultural')",kilogram,DNOC,C7H6N2O5,198.13,"[['C', 7], ['H', 6], ['N', 2], ['O', 5]]","{'C': 0.42435269772371675, 'H': 0.030525412607883714, 'N': 0.14139201534346135, 'O': 0.40375006308989053}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f276d4ca-b1ad-4575-9442-e35b5e3b618b')",Propylene oxide,"('air', 'urban air close to ground')",kilogram,Propylene oxide,C3H6O,58.08,"[['C', 3], ['H', 6], ['O', 1]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '251ad87f-5bfb-4eb5-8a00-5050e1782263')",Butyrolactone,"('water', 'ground-')",kilogram,Butyrolactone,C4H6O2,86.09,"[['C', 4], ['H', 6], ['O', 2]]","{'C': 0.558067139040539, 'H': 0.0702520617957951, 'O': 0.3716807991636659}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '62859da4-f3c5-417b-a575-8b00d8d658b1')",Carbon,"('soil', 'agricultural')",kilogram,Carbon,C,12.011,"[['C', 1]]",{'C': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b353e7d2-5b94-4b6e-a3e5-de0a10bef851')","Methane, tetrafluoro-, R-14","('air', 'non-urban air or from high stacks')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7e66a41c-d311-4949-bdd8-eef09cdcfa47')",Copper,"('soil', 'agricultural')",kilogram,Copper,Cu,63.55,"[['Cu', 1]]",{'Cu': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '347de5bf-3551-4022-8371-258e830b5a09')",Uranium,"('air', 'lower stratosphere + upper troposphere')",kilogram,Uranium,U,238.0289,"[['U', 1]]",{'U': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd761d96f-d236-4131-89c8-ad3269d02a6b')",Phenol,"('air', 'urban air close to ground')",kilogram,Phenol,C6H6O,94.11,"[['C', 6], ['H', 6], ['O', 1]]","{'C': 0.765763468281798, 'H': 0.06426522154925088, 'O': 0.17000318775900541}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b717518e-b8b6-44fa-a8e1-f9fde2436caf')",Potassium,"('soil', 'agricultural')",kilogram,Potassium,K,39.0983,"[['K', 1]]",{'K': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '042de84f-261d-4e29-bb7d-f43601cc2c7d')",Asulam,"('soil', 'agricultural')",kilogram,Asulam,C8H10N2O4S,230.24,"[['C', 8], ['H', 10], ['N', 2], ['O', 4], ['S', 1]]","{'C': 0.4173384294649061, 'H': 0.04378040305767894, 'N': 0.12167303683113272, 'O': 0.27795343988881166, 'S': 0.13926772063933285}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8d28a5b3-1b1c-41e9-9eba-90c607aad7db')",1-Pentanol,"('water', 'ocean')",kilogram,1-Pentanol,C5H12O,88.15,"[['C', 5], ['H', 12], ['O', 1]]","{'C': 0.6812819058423141, 'H': 0.13722064662507089, 'O': 0.18149744753261485}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c89708f7-cb6c-4691-b8cc-cf2cb03b14a6')",Acifluorfen,"('soil', 'agricultural')",kilogram,Acifluorfen,C14H7ClF3NO5,361.65,"[['C', 14], ['H', 7], ['Cl', 1], ['F', 3], ['N', 1], ['O', 5]]","{'C': 0.46496336236692937, 'H': 0.019510576524263794, 'Cl': 0.09803124567952441, 'F': 0.15759435918705933, 'N': 0.03873081708834509, 'O': 0.2211945250933223}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '94e22edc-fe4b-4bab-9a09-a081595389cc')",Boron,"('water', 'surface water')",kilogram,Boron,B,10.81,"[['B', 1]]",{'B': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '393d0862-04cc-45ae-8d08-9dc2a4461b35')","Ethane, 1,1-difluoro-, HFC-152a","('air', 'urban air close to ground')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '05f078ed-c834-45e3-aea0-05609ca93b4c')",Metolachlor,"('water', 'surface water')",kilogram,Metolachlor,C15H22ClNO2,283.79,"[['C', 15], ['H', 22], ['Cl', 1], ['N', 1], ['O', 2]]","{'C': 0.6348532365481517, 'H': 0.07814228831177984, 'Cl': 0.1249268825540012, 'N': 0.049356918848444266, 'O': 0.11275238732865851}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '81bfad4e-f2a3-4d65-9e9a-72793dab13cb')",Fuberidazole,"('soil', 'agricultural')",kilogram,Fuberidazole,C11H8N2O,184.19,"[['C', 11], ['H', 8], ['N', 2], ['O', 1]]","{'C': 0.7173082143438839, 'H': 0.043780878440740544, 'N': 0.15209294749986427, 'O': 0.08686139312666269}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '35d1dff5-b535-4628-9826-4a8fce08a1f2')",Sulfur hexafluoride,"('air',)",kilogram,Sulfur hexafluoride,F6S,146.06,"[['F', 6], ['S', 1]]","{'F': 0.7804190058879912, 'S': 0.21953306860194438}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '831f48fc-ca00-4534-9ede-730190b3bee0')",Fluorochloridone,"('soil', 'agricultural')",kilogram,Fluorochloridone,C12H10Cl2F3NO,312.11,"[['C', 12], ['H', 10], ['Cl', 2], ['F', 3], ['N', 1], ['O', 1]]","{'C': 0.4617987248085611, 'H': 0.03229630578962545, 'Cl': 0.22718272403960144, 'F': 0.1826086956521739, 'N': 0.04487840825350037, 'O': 0.051260773445259686}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '98287294-2ab7-4781-bb9e-5d045cdce2a2')",Dicrotophos,"('soil', 'agricultural')",kilogram,Dicrotophos,C8H16NO5P,237.19,"[['C', 8], ['H', 16], ['N', 1], ['O', 5], ['P', 1]]","{'C': 0.40510982756439984, 'H': 0.06799612125300392, 'N': 0.05905392301530418, 'O': 0.3372612673384207, 'P': 0.1305872928875585}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '37d35fd0-7f07-4b9b-92eb-de3c27050172')",Sulfate,"('water', 'surface water')",kilogram,Sulfate,O4S-2,96.07,"[['O', 4], ['S', 1]]","{'O': 0.6661392734464454, 'S': 0.33376704486312064}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '35087164-f31a-49b4-9518-c559e483fbe6')",Diborane,"('air', 'low population density, long-term')",kilogram,Diborane,B2H6,27.67,"[['B', 2], ['H', 6]]","{'B': 0.7813516443801951, 'H': 0.21857607517166605}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '409f0e6f-f0a5-4011-8f85-938e9a078f92')",2-Nitrobenzoic acid,"('air', 'low population density, long-term')",kilogram,2-Nitrobenzoic acid,C7H5NO4,167.12,"[['C', 7], ['H', 5], ['N', 1], ['O', 4]]","{'C': 0.5030935854475825, 'H': 0.03015797032072762, 'N': 0.08381402584968885, 'O': 0.382934418382001}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9c8c0e5d-5315-44b9-81e6-e447e5cb869c')",Carbon disulfide,"('water', 'surface water')",kilogram,Carbon disulfide,CS2,76.15,"[['C', 1], ['S', 2]]","{'C': 0.1577281680892974, 'S': 0.8421536441234404}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '370447a7-70d1-47bd-8577-0a32c4f53570')","Methane, monochloro-, R-40","('air', 'urban air close to ground')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c5344661-1f7c-46c1-ae59-2da67d710d63')",Phosphorus trichloride,"('air', 'lower stratosphere + upper troposphere')",kilogram,Phosphorus trichloride,Cl3P,137.33,"[['Cl', 3], ['P', 1]]","{'Cl': 0.7744775358625209, 'P': 0.2255443093278963}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7c02a013-712f-4588-bfd8-247078e0f4d8')",Acenaphthylene,"('water',)",kilogram,Acenaphthylene,C12H8,152.19,"[['C', 12], ['H', 8]]","{'C': 0.9470530258229845, 'H': 0.05298639858072147}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5de1943f-b011-45a0-97d4-ed15eea6a382')",Nickel,"('soil', 'forestry')",kilogram,Nickel,Ni,58.693,"[['Ni', 1]]",{'Ni': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '3dd549fd-825c-4ceb-a5f9-2988d322dc5d')","Benzene, ethyl-","('water',)",kilogram,Benzene,C6H6,78.11,"[['C', 6], ['H', 6]]","{'C': 0.9226219434131354, 'H': 0.07742926641915247}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '56dea244-390c-4f56-8b11-c8de2902816e')",Acetonitrile,"('air', 'urban air close to ground')",kilogram,Acetonitrile,C2H3N,41.05,"[['C', 2], ['H', 3], ['N', 1]]","{'C': 0.5851887941534714, 'H': 0.07366626065773448, 'N': 0.3412180267965895}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0bb66845-6ccf-4648-b565-2e704989d7c0')",Ethylene oxide,"('air', 'lower stratosphere + upper troposphere')",kilogram,Ethylene oxide,C2H4O,44.05,"[['C', 2], ['H', 4], ['O', 1]]","{'C': 0.5453348467650397, 'H': 0.09153234960272419, 'O': 0.3632009080590239}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '2cbb504a-ce2f-40e9-9d38-e130e95a1242')",Benzo(a)pyrene,"('air', 'urban air close to ground')",kilogram,Benzo(a)pyrene,C20H12,252.3,"[['C', 20], ['H', 12]]","{'C': 0.9521204914783986, 'H': 0.04794292508917954}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '198ce8e3-f05a-4bec-9f7f-325347453326')",Phosphorus,"('air', 'urban air close to ground')",kilogram,Phosphorus,P,30.973762,"[['P', 1]]",{'P': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '28b0681a-8e83-4997-be31-65e5a0a1a81f')",Acetaldehyde,"('water', 'ground-')",kilogram,Acetaldehyde,C2H4O,44.05,"[['C', 2], ['H', 4], ['O', 1]]","{'C': 0.5453348467650397, 'H': 0.09153234960272419, 'O': 0.3632009080590239}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '97818104-9cc2-4323-97d5-c896ce171f86')",Chloride,"('water', 'ocean')",kilogram,Chloride,Cl-,35.45,"[['Cl', 1]]",{'Cl': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '36609913-7c42-457a-89cc-00e2d9f0f867')",Elemental carbon,"('water', 'ground-')",kilogram,Elemental carbon,C,12.011,"[['C', 1]]",{'C': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '18aa2daa-0188-4328-b24b-1ad1398ecf81')",Thallium,"('air',)",kilogram,Thallium,Tl,204.383,"[['Tl', 1]]",{'Tl': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '066a904d-beba-47a4-a153-3981ca3554e0')",Pymetrozine,"('soil', 'agricultural')",kilogram,Pymetrozine,C10H11N5O,217.23,"[['C', 10], ['H', 11], ['N', 5], ['O', 1]]","{'C': 0.5529162638677898, 'H': 0.05104267366385859, 'N': 0.32240022096395526, 'O': 0.07365004833586522}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd24f41d7-279e-4f5a-9ac9-00f726dc3bcc')",m-Xylene,"('air', 'non-urban air or from high stacks')",kilogram,m-Xylene,C8H10,106.16,"[['C', 8], ['H', 10]]","{'C': 0.9051243406179351, 'H': 0.09495101733232857}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '141996d0-f260-4ef3-ad9a-809c54690595')",Hydrazine,"('water', 'ground-, long-term')",kilogram,Hydrazine,H4N2,32.046,"[['H', 4], ['N', 2]]","{'H': 0.12581913499344693, 'N': 0.8741808650065531}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1088a788-1a99-4127-834e-d29c1fe47c74')",Silicon tetrafluoride,"('air', 'urban air close to ground')",kilogram,Silicon tetrafluoride,F4Si,104.079,"[['F', 4], ['Si', 1]]","{'F': 0.7301376838747491, 'Si': 0.2698527080390857}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9cf9bf0e-86fe-42c0-90cc-bfed96fbdc8f')","Ethane, 1,1-difluoro-, HFC-152a","('air',)",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '73b26c10-3c57-4732-8a36-6d1d98d6c925')",Potassium,"('soil',)",kilogram,Potassium,K,39.0983,"[['K', 1]]",{'K': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '23cb10a4-6228-4ce4-9fb5-7043bc31faec')","Nickel, ion","('water', 'ocean')",kilogram,Nickel,Ni,58.693,"[['Ni', 1]]",{'Ni': 1.0},1.0,dissipation
