flow_key,name,categories,unit,cleaned_name,molecular_formula,molecular_weight,parts,composition,fraction,grade_source
"('ecoinvent-3.4-biosphere', 'dbe2e16b-e0f9-4743-914c-50c8b11682c8')",Diisobutyl ketone,"('water',)",kilogram,Diisobutyl ketone,C9H18O,142.24,"[['C', 9], ['H', 18], ['O', 1]]","{'C': 0.7599760967379077, 'H': 0.12755905511811022, 'O': 0.1124789088863892}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '82fa5668-89f9-491a-ad61-67ec56d2e744')",Chloramine,"('water', 'ocean')",kilogram,Chloramine,ClH2N,51.47,"[['Cl', 1], ['H', 2], ['N', 1]]","{'Cl': 0.688809014960171, 'H': 0.039168447639401596, 'N': 0.27213911016125897}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f7340d88-d66b-45c8-89af-251646b2c12e')",Spinosad,"('soil', 'agricultural')",kilogram,Spinosad,C83H132N2O20,1477.9,"[['C', 83], ['H', 132], ['N', 2], ['O', 20]]","{'C': 0.6745469923540157, 'H': 0.0900304486095135, 'N': 0.018955274375803504, 'O': 0.21650991271398606}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1f455f6d-473e-4a50-af39-26dde8cd6479')","Benzene, ethyl-","('water', 'ground-')",kilogram,Benzene,C6H6,78.11,"[['C', 6], ['H', 6]]","{'C': 0.9226219434131354, 'H': 0.07742926641915247}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ef90b8a8-d053-4927-9efe-841d9e1f3a5e')",Palladium,"('water', 'ground-, long-term')",kilogram,Palladium,Pd,106.42,"[['Pd', 1]]",{'Pd': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '50e083ba-5784-4801-8011-164a14c61b5a')",m-Xylene,"('air', 'lower stratosphere + upper troposphere')",kilogram,m-Xylene,C8H10,106.16,"[['C', 8], ['H', 10]]","{'C': 0.9051243406179351, 'H': 0.09495101733232857}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1992f951-d2c6-428d-9ff9-dac673f2b532')",Methamidophos,"('soil', 'agricultural')",kilogram,Methamidophos,C2H8NO2PS,141.13,"[['C', 2], ['H', 8], ['N', 1], ['O', 2], ['P', 1], ['S', 1]]","{'C': 0.17021186140437894, 'H': 0.05713880819102955, 'N': 0.099248919435981, 'O': 0.22672713101395878, 'P': 0.2194714093389074, 'S': 0.22720187061574434}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '938b8b4d-9401-40de-901a-6e545a6f8d2a')",Hydrogen,"('air', 'low population density, long-term')",kilogram,Hydrogen,H2,2.016,"[['H', 2]]",{'H': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '4c0af94e-e0d5-4409-9ec4-ac501a99aabd')",Sodium dichromate,"('air', 'lower stratosphere + upper troposphere')",kilogram,Sodium dichromate,Cr2Na2O7,261.97,"[['Cr', 2], ['Na', 2], ['O', 7]]","{'Cr': 0.39696148413940524, 'Na': 0.17551628049013243, 'O': 0.42750314921555904}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0d7ef054-35e2-4d02-9113-574d7f022631')",Silicon,"('air', 'lower stratosphere + upper troposphere')",kilogram,Silicon,Si,28.085,"[['Si', 1]]",{'Si': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e4e17609-7a80-455d-a4e3-88af8695f987')",Pendimethalin,"('air', 'non-urban air or from high stacks')",kilogram,Pendimethalin,C13H19N3O4,281.31,"[['C', 13], ['H', 19], ['N', 3], ['O', 4]]","{'C': 0.5550566990153212, 'H': 0.06808147595179695, 'N': 0.14937613309160713, 'O': 0.2274928015356724}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'df260d38-1369-4524-a83a-bbd8ace56681')",Flutolanil,"('soil', 'agricultural')",kilogram,Flutolanil,C17H16F3NO2,323.31,"[['C', 17], ['H', 16], ['F', 3], ['N', 1], ['O', 2]]","{'C': 0.6315517614673223, 'H': 0.04988401224830658, 'F': 0.17628282453372923, 'N': 0.04332374501252668, 'O': 0.09897002876496243}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b821ad93-ba6a-4d74-b6ae-ca12cd9563d7')","Carbon monoxide, non-fossil","('air', 'non-urban air or from high stacks')",kilogram,Carbon monoxide,CO,28.01,"[['C', 1], ['O', 1]]","{'C': 0.42881113887897176, 'O': 0.5711888611210282}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7c034422-6b7a-49c8-afcf-d02cadce9cd5')",Quizalofop-ethyl,"('air', 'non-urban air or from high stacks')",kilogram,Quizalofop-ethyl,C19H17ClN2O4,372.8,"[['C', 19], ['H', 17], ['Cl', 1], ['N', 2], ['O', 4]]","{'C': 0.6121486051502145, 'H': 0.0459656652360515, 'Cl': 0.09509924892703864, 'N': 0.07514484978540772, 'O': 0.17166309012875536}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0d9f52b2-f2d5-46a3-90a3-e22ef252cc37')",Strontium,"('air',)",kilogram,Strontium,Sr,87.62,"[['Sr', 1]]",{'Sr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '2267ffd7-fe74-441e-873b-dd66c26a5e9f')",Cesium,"('water', 'ground-, long-term')",kilogram,Cesium,Cs,132.905452,"[['Cs', 1]]",{'Cs': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '93989f96-b679-44b6-8cd2-f768fa3d3152')",Trimethylamine,"('water', 'ocean')",kilogram,Trimethylamine,C3H9N,59.11,"[['C', 3], ['H', 9], ['N', 1]]","{'C': 0.6095922855692777, 'H': 0.15347656910844187, 'N': 0.23696498054474707}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '01e16652-6f42-42f4-a23d-d10f166aaec9')",Methyl formate,"('water', 'ground-, long-term')",kilogram,Methyl formate,C2H4O2,60.05,"[['C', 2], ['H', 4], ['O', 2]]","{'C': 0.40003330557868444, 'H': 0.06714404662781016, 'O': 0.5328559533721899}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'bbff44a2-cd6d-4200-98c7-e4f772fd24c5')",N-Bromoacetamide,"('air', 'lower stratosphere + upper troposphere')",kilogram,N-Bromoacetamide,C2H4BrNO,137.96,"[['C', 2], ['H', 4], ['Br', 1], ['N', 1], ['O', 1]]","{'C': 0.17412293418382138, 'H': 0.029225862568860537, 'Br': 0.5791823717019425, 'N': 0.10152942881994781, 'O': 0.11596839663670629}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6292cdc2-9abd-4a50-8a0b-43471e07b369')","Ethane, 1,2-dichloro-","('water', 'ocean')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '84f7125c-2ada-4bb1-abc6-554c40d1eeed')",Hypochlorite,"('water', 'surface water')",kilogram,Hypochlorite,ClO-,51.45,"[['Cl', 1], ['O', 1]]","{'Cl': 0.6890767735665695, 'O': 0.31096209912536443}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a794b444-2b77-4449-8592-0efda101b0c2')",Paraquat,"('air', 'non-urban air or from high stacks')",kilogram,Paraquat,C12H14N2+2,186.25,"[['C', 12], ['H', 14], ['N', 2]]","{'C': 0.7738630872483222, 'H': 0.07576912751677853, 'N': 0.15041073825503357}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b1fca66f-8e83-469a-a7b5-018e14d5d545')",Phosphorus,"('water', 'ground-')",kilogram,Phosphorus,P,30.973762,"[['P', 1]]",{'P': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '2bf2965d-d5ce-5e65-ad9d-b0b636c70b20')",Barium sulfide,"('water',)",kilogram,Barium sulfide,BaS,169.39,"[['Ba', 1], ['S', 1]]","{'Ba': 0.8107149182360235, 'S': 0.18929688883641302}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cbe3d924-dd94-4208-bdbc-9aed29bbc770')",Chloroform,"('water', 'ground-')",kilogram,Chloroform,CHCl3,119.37,"[['C', 1], ['H', 1], ['Cl', 3]]","{'C': 0.1006199212532462, 'H': 0.008444332746921336, 'Cl': 0.891002764513697}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '91f6386a-af2e-4bbb-a05c-62e4483b1bcf')",Butene,"('air',)",kilogram,Butene,C4H8,56.11,"[['C', 4], ['H', 8]]","{'C': 0.8562466583496703, 'H': 0.14371769738014614}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '643e2fb1-a875-40a8-aaf5-ea4bde9a4872')",Chloramine,"('air',)",kilogram,Chloramine,ClH2N,51.47,"[['Cl', 1], ['H', 2], ['N', 1]]","{'Cl': 0.688809014960171, 'H': 0.039168447639401596, 'N': 0.27213911016125897}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a028cff8-e405-4d44-8322-f46e9e51bcdc')","Benzene, hexachloro-","('air', 'non-urban air or from high stacks')",kilogram,Benzene,C6H6,78.11,"[['C', 6], ['H', 6]]","{'C': 0.9226219434131354, 'H': 0.07742926641915247}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '35357464-0d86-4bbd-940f-7d0dd8e5df57')",Benzo(b)fluoranthene,"('air',)",kilogram,Benzo(b)fluoranthene,C20H12,252.3,"[['C', 20], ['H', 12]]","{'C': 0.9521204914783986, 'H': 0.04794292508917954}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '370bbcdd-6395-4af8-b049-fc5f7339a437')",Bromoxynil,"('water', 'ground-')",kilogram,Bromoxynil,C7H3Br2NO,276.91,"[['C', 7], ['H', 3], ['Br', 2], ['N', 1], ['O', 1]]","{'C': 0.3036257267704308, 'H': 0.010920515691018741, 'Br': 0.5771116969412444, 'N': 0.050583221985482645, 'O': 0.05777689502004261}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cc05b490-fe4b-47ac-893c-951b0f359285')",Fomesafen,"('soil', 'agricultural')",kilogram,Fomesafen,C15H10ClF3N2O6S,438.8,"[['C', 15], ['H', 10], ['Cl', 1], ['F', 3], ['N', 2], ['O', 6], ['S', 1]]","{'C': 0.41058568824065633, 'H': 0.022971741112123974, 'Cl': 0.08079535095715588, 'F': 0.12988605287146762, 'N': 0.0638422971741112, 'O': 0.2187648131267092, 'S': 0.07307429352780309}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '77927dac-dea3-429d-a434-d5a71d92c4f7')",Antimony,"('air',)",kilogram,Antimony,Sb,121.76,"[['Sb', 1]]",{'Sb': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e7909b88-81ef-49d8-8ed0-382ce148ef26')",Sodium formate,"('air', 'low population density, long-term')",kilogram,Sodium formate,CHNaO2,68.007,"[['C', 1], ['H', 1], ['Na', 1], ['O', 2]]","{'C': 0.17661417207052213, 'H': 0.014822003617274692, 'Na': 0.3380534356757392, 'O': 0.4705103886364639}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '04f9be83-433e-4564-af72-98e463e5b616')",Isoproturon,"('soil', 'agricultural')",kilogram,Isoproturon,C12H18N2O,206.28,"[['C', 12], ['H', 18], ['N', 2], ['O', 1]]","{'C': 0.6987201861547412, 'H': 0.08795811518324606, 'N': 0.13580570098894706, 'O': 0.07755962769051775}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd3f5d0b9-0155-4800-9dbb-b0583948c8c6')",Ethanol,"('air',)",kilogram,Ethanol,C2H6O,46.07,"[['C', 2], ['H', 6], ['O', 1]]","{'C': 0.5214239201215541, 'H': 0.1312784892554808, 'O': 0.3472758845235511}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6d69a034-5e39-4181-a1e8-00932c086908')",Benzo(k)fluoranthene,"('water', 'ground-')",kilogram,Benzo(k)fluoranthene,C20H12,252.3,"[['C', 20], ['H', 12]]","{'C': 0.9521204914783986, 'H': 0.04794292508917954}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7d0a70b2-a645-49a1-baa2-26b1c782f17c')",Monoethanolamine,"('air', 'low population density, long-term')",kilogram,Monoethanolamine,C2H7NO,61.08,"[['C', 2], ['H', 7], ['N', 1], ['O', 1]]","{'C': 0.3932874918140144, 'H': 0.11552062868369352, 'N': 0.2293222003929273, 'O': 0.26193516699410613}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1eb38c24-2814-4c8e-bfdc-13467bab783c')",Dinoseb,"('soil', 'agricultural')",kilogram,Dinoseb,C10H12N2O5,240.21,"[['C', 10], ['H', 12], ['N', 2], ['O', 5]]","{'C': 0.5000208151201032, 'H': 0.05035593855376545, 'N': 0.11662295491444985, 'O': 0.3330211065317847}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e54cd899-0a5e-46b6-a43d-d555ac0af682')",Barite,"('water', 'surface water')",kilogram,Barite,BaO4S,233.39,"[['Ba', 1], ['O', 4], ['S', 1]]","{'Ba': 0.588401388234286, 'O': 0.2742019795192596, 'S': 0.13738806289901023}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c864aa15-0abc-41ad-9889-348106e485d8')",Lead,"('water', 'ground-')",kilogram,Lead,Pb,207.0,"[['Pb', 1]]",{'Pb': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd25a3860-4be0-4fb3-ae03-2a4f04d2aa6f')",2-Methyl pentane,"('air', 'non-urban air or from high stacks')",kilogram,2-Methyl pentane,C6H14,86.18,"[['C', 6], ['H', 14]]","{'C': 0.8362265026688327, 'H': 0.16375029009050823}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '09cf7c11-0269-4fc1-a5f3-47121a7882d3')","Lithium, ion","('water', 'ground-')",kilogram,Lithium,Li,7.0,"[['Li', 1]]",{'Li': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '4cb5fe3d-123b-4ae3-8ead-e3825fddf58e')",Bromine,"('air', 'lower stratosphere + upper troposphere')",kilogram,Bromine,Br2,159.81,"[['Br', 2]]",{'Br': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '7672267f-4541-4c9a-9ca0-ec2f41b95cbc')",Beryllium,"('water', 'ocean')",kilogram,Beryllium,Be,9.012183,"[['Be', 1]]",{'Be': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f7c6455a-51e5-4aba-8361-99b98d47c47b')",Propiconazole,"('soil', 'agricultural')",kilogram,Propiconazole,C15H17Cl2N3O2,342.2,"[['C', 15], ['H', 17], ['Cl', 2], ['N', 3], ['O', 2]]","{'C': 0.5264903565166569, 'H': 0.0500759789596727, 'Cl': 0.2072063120981882, 'N': 0.12279661016949153, 'O': 0.09350672121566336}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f2d8ab10-7974-4038-9339-b8a204d26331')",Dimethyl ether,"('air', 'low population density, long-term')",kilogram,Dimethyl ether,C2H6O,46.07,"[['C', 2], ['H', 6], ['O', 1]]","{'C': 0.5214239201215541, 'H': 0.1312784892554808, 'O': 0.3472758845235511}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c0b35c79-b073-40b6-931b-dfac9703acae')",Fluoboric acid,"('water', 'ground-, long-term')",kilogram,Fluoboric acid,BF4H,87.82,"[['B', 1], ['F', 4], ['H', 1]]","{'B': 0.123092689592348, 'F': 0.8653154179002507, 'H': 0.011478023229332727}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '454c61fd-c52b-4a04-9731-f141bb7b5264')",Selenium,"('air',)",kilogram,Selenium,Se,78.97,"[['Se', 1]]",{'Se': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b028ffea-ecff-4f0e-a2b0-a84eb647cdae')",Ethalfluralin,"('soil', 'agricultural')",kilogram,Ethalfluralin,C13H14F3N3O4,333.26,"[['C', 13], ['H', 14], ['F', 3], ['N', 3], ['O', 4]]","{'C': 0.46853207705695255, 'H': 0.0423453159695133, 'F': 0.17101962431734982, 'N': 0.12609073996279183, 'O': 0.19203024665426394}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e5ea66ee-28e2-4e9b-9a25-4414551d821c')",Nitrogen,"('air',)",kilogram,Nitrogen,N2,28.014,"[['N', 2]]",{'N': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c4302ab1-eb6d-458b-86ad-f7d7d4df411e')",Diazinon,"('soil', 'agricultural')",kilogram,Diazinon,C12H21N2O3PS,304.35,"[['C', 12], ['H', 21], ['N', 2], ['O', 3], ['P', 1], ['S', 1]]","{'C': 0.4735731887629374, 'H': 0.06955150320354854, 'N': 0.09204534253326761, 'O': 0.15770330211927056, 'P': 0.10177098735009035, 'S': 0.10535567603088548}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ad273394-b76d-4c19-a140-3112bdec8524')",Dipropylamine,"('air',)",kilogram,Dipropylamine,C6H15N,101.19,"[['C', 6], ['H', 15], ['N', 1]]","{'C': 0.7121849985176402, 'H': 0.14942187963237474, 'N': 0.13842276904832493}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '473826ae-125a-4b02-8c8e-c84322491d80')",Dinitrogen monoxide,"('air', 'lower stratosphere + upper troposphere')",kilogram,Dinitrogen monoxide,N2O,44.013,"[['N', 2], ['O', 1]]","{'N': 0.6364937632063254, 'O': 0.3635062367936746}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6c977009-5c4e-4901-a4c1-ab20389cb972')","Methane, non-fossil","('air', 'low population density, long-term')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'af97a8ee-abed-4866-9330-89844b9f135e')",Furathiocarb,"('soil', 'agricultural')",kilogram,Furathiocarb,C18H26N2O5S,382.5,"[['C', 18], ['H', 26], ['N', 2], ['O', 5], ['S', 1]]","{'C': 0.5652235294117647, 'H': 0.06851764705882353, 'N': 0.0732392156862745, 'O': 0.2091372549019608, 'S': 0.08383006535947712}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '2cfb7e90-7484-48e3-9885-a7f097965ec3')",Anthranilic acid,"('air', 'non-urban air or from high stacks')",kilogram,Anthranilic acid,C7H7NO2,137.14,"[['C', 7], ['H', 7], ['N', 1], ['O', 2]]","{'C': 0.6130742307131399, 'H': 0.051451071897331196, 'N': 0.10213650284380925, 'O': 0.23332361090856063}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '071efe89-12e0-4ff8-80d1-4e6cf1e37233')",Monoethanolamine,"('water',)",kilogram,Monoethanolamine,C2H7NO,61.08,"[['C', 2], ['H', 7], ['N', 1], ['O', 1]]","{'C': 0.3932874918140144, 'H': 0.11552062868369352, 'N': 0.2293222003929273, 'O': 0.26193516699410613}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c4028889-1082-4e18-a563-df3fa555828a')",Lanthanum,"('air', 'non-urban air or from high stacks')",kilogram,Lanthanum,La,138.9055,"[['La', 1]]",{'La': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a0544534-e298-46a9-bbd2-949902ac1487')",Flurochloridone,"('soil', 'agricultural')",kilogram,Flurochloridone,C12H10Cl2F3NO,312.11,"[['C', 12], ['H', 10], ['Cl', 2], ['F', 3], ['N', 1], ['O', 1]]","{'C': 0.4617987248085611, 'H': 0.03229630578962545, 'Cl': 0.22718272403960144, 'F': 0.1826086956521739, 'N': 0.04487840825350037, 'O': 0.051260773445259686}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f4a1e10b-ed51-433e-a2f5-2a99f231a5e5')",Butane,"('air', 'low population density, long-term')",kilogram,Butane,C4H10,58.12,"[['C', 4], ['H', 10]]","{'C': 0.8266345492085341, 'H': 0.1734342739160358}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1a6a1429-fd97-48cb-b7b7-3433f2fb16f9')",Bromide,"('water', 'ocean')",kilogram,Bromide,Br-,79.9,"[['Br', 1]]",{'Br': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '602604be-f24c-41f0-8d02-f05d0e005fb0')",Lactic acid,"('water', 'surface water')",kilogram,Lactic acid,C3H6O3,90.08,"[['C', 3], ['H', 6], ['O', 3]]","{'C': 0.4000111012433393, 'H': 0.06714031971580817, 'O': 0.5328263765541741}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '21707ec1-bc38-4b1c-ac8b-0a2b3f7d5ec9')","Phthalate, butyl-benzyl-","('water', 'ground-, long-term')",kilogram,Phthalate,C8H4O4-2,164.11,"[['C', 8], ['H', 4], ['O', 4]]","{'C': 0.5855097190908536, 'H': 0.024568886722320393, 'O': 0.3899579550301627}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '085bfe35-58e0-4a33-850c-4cb87ce32352')",Ozone,"('air', 'lower stratosphere + upper troposphere')",kilogram,Ozone,O3,47.998,"[['O', 3]]",{'O': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '31eacbfc-683a-4d36-afc1-80dee42a3b94')",Sulfate,"('water', 'ground-')",kilogram,Sulfate,O4S-2,96.07,"[['O', 4], ['S', 1]]","{'O': 0.6661392734464454, 'S': 0.33376704486312064}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '4f446a20-f1a5-4bde-a7a0-441315db1833')",Esfenvalerate,"('air', 'non-urban air or from high stacks')",kilogram,Esfenvalerate,C25H22ClNO3,419.9,"[['C', 25], ['H', 22], ['Cl', 1], ['N', 1], ['O', 3]]","{'C': 0.7151107406525363, 'H': 0.05281257442248155, 'Cl': 0.08443200762086212, 'N': 0.033357942367230296, 'O': 0.11430578709216481}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '14a8c75b-9985-4009-bf45-dc6d3bb4e52e')",Propionic acid,"('water', 'ground-')",kilogram,Propionic acid,C3H6O2,74.08,"[['C', 3], ['H', 6], ['O', 2]]","{'C': 0.4864065874730022, 'H': 0.08164146868250541, 'O': 0.4319384449244061}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7880e65c-0321-4295-ba55-3186ad36e489')",Aluminium,"('water',)",kilogram,Aluminium,Al,26.981538,"[['Al', 1]]",{'Al': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '284d6491-de2c-4124-95db-7732cbb5136c')",Furan,"('air',)",kilogram,Furan,C4H4O,68.07,"[['C', 4], ['H', 4], ['O', 1]]","{'C': 0.7058028500073454, 'H': 0.05923314235345968, 'O': 0.2350374614367563}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'caeb15fa-9711-4d37-99a2-d12c7823b8bc')",2-Propanol,"('water', 'surface water')",kilogram,2-Propanol,C3H8O,60.1,"[['C', 3], ['H', 8], ['O', 1]]","{'C': 0.5995507487520799, 'H': 0.1341763727121464, 'O': 0.2662063227953411}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ac7e2a8c-bf1a-42c7-b033-179a039dd437')",Butyrolactone,"('air', 'lower stratosphere + upper troposphere')",kilogram,Butyrolactone,C4H6O2,86.09,"[['C', 4], ['H', 6], ['O', 2]]","{'C': 0.558067139040539, 'H': 0.0702520617957951, 'O': 0.3716807991636659}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '890c5bad-2446-483f-bc18-e8e514d866f2')",Chloramine,"('water', 'ground-, long-term')",kilogram,Chloramine,ClH2N,51.47,"[['Cl', 1], ['H', 2], ['N', 1]]","{'Cl': 0.688809014960171, 'H': 0.039168447639401596, 'N': 0.27213911016125897}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8000fc7d-edfe-4970-9224-a4c05281d46b')",Scandium,"('air',)",kilogram,Scandium,Sc,44.95591,"[['Sc', 1]]",{'Sc': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '2563243b-9991-4fb4-bfe7-4239c25de7db')",Methyl formate,"('air', 'low population density, long-term')",kilogram,Methyl formate,C2H4O2,60.05,"[['C', 2], ['H', 4], ['O', 2]]","{'C': 0.40003330557868444, 'H': 0.06714404662781016, 'O': 0.5328559533721899}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '856c9aa2-c20c-49a8-9417-c71bdb5f17b0')",Sulfur hexafluoride,"('air', 'urban air close to ground')",kilogram,Sulfur hexafluoride,F6S,146.06,"[['F', 6], ['S', 1]]","{'F': 0.7804190058879912, 'S': 0.21953306860194438}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '021b8f30-26ac-4012-880a-69bfd65bfed4')",Sodium perchlorate,"('air', 'lower stratosphere + upper troposphere')",kilogram,Sodium perchlorate,ClNaO4,122.44,"[['Cl', 1], ['Na', 1], ['O', 4]]","{'Cl': 0.28955406729826855, 'Na': 0.18776543613198302, 'O': 0.522672329304149}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '681a6b38-cc7c-4968-aedc-80ce8033a101')",Butyrolactone,"('water', 'surface water')",kilogram,Butyrolactone,C4H6O2,86.09,"[['C', 4], ['H', 6], ['O', 2]]","{'C': 0.558067139040539, 'H': 0.0702520617957951, 'O': 0.3716807991636659}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c8e91ad0-a019-492d-87d6-5885a8d1258d')",Sodium perchlorate,"('air', 'urban air close to ground')",kilogram,Sodium perchlorate,ClNaO4,122.44,"[['Cl', 1], ['Na', 1], ['O', 4]]","{'Cl': 0.28955406729826855, 'Na': 0.18776543613198302, 'O': 0.522672329304149}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '111c5f0c-3dda-4b7c-a5e2-aaada6ab6f79')",Cycloxydim,"('soil', 'agricultural')",kilogram,Cycloxydim,C17H27NO3S,325.5,"[['C', 17], ['H', 27], ['N', 1], ['O', 3], ['S', 1]]","{'C': 0.6273026113671274, 'H': 0.08361290322580646, 'N': 0.043032258064516125, 'O': 0.14745622119815668, 'S': 0.09850998463901689}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f50e961a-3089-437f-af3c-1099a8a3e1ed')",Hydrazine,"('water', 'ground-')",kilogram,Hydrazine,H4N2,32.046,"[['H', 4], ['N', 2]]","{'H': 0.12581913499344693, 'N': 0.8741808650065531}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '90f7c1f9-e57e-4806-a154-5be9a6e1ac2e')",Isoxaflutole,"('soil', 'agricultural')",kilogram,Isoxaflutole,C15H12F3NO4S,359.3,"[['C', 15], ['H', 12], ['F', 3], ['N', 1], ['O', 4], ['S', 1]]","{'C': 0.5014333426106318, 'H': 0.03366546061786808, 'F': 0.15862510436960756, 'N': 0.03898413581964932, 'O': 0.17811299749512943, 'S': 0.0892429724464236}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd8fc7282-04be-4c6f-ba85-60b0444af8ae')","Methane, dichlorofluoro-, HCFC-21","('water', 'surface water')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '2460f868-54a9-404c-bec8-c809a44ae72c')",Manganese,"('air', 'non-urban air or from high stacks')",kilogram,Manganese,Mn,54.93804,"[['Mn', 1]]",{'Mn': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '2e0c9efa-d55c-49db-8be3-0376d5921ff4')",Aluminium,"('water', 'ground-')",kilogram,Aluminium,Al,26.981538,"[['Al', 1]]",{'Al': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cc1c987a-2b6e-4cbc-969a-73f1c96de448')",Sodium,"('soil', 'industrial')",kilogram,Sodium,Na,22.9897693,"[['Na', 1]]",{'Na': 1.0},1.0,dissipation
